,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
888,49,no,travel_rarely,1131.31,,7,3,other,1,889,2,male,141.41369047619048,2,3,healthcare representative,3,single,9137.5,23757.5,8,y,no,24,4,3,full time,0,,2,3,5,,0,0,9137.50,1974,109650.00,,,yes
889,36,no,travel_rarely,262.37,,2,3,,1,890,4,female,32.79662698412699,3,1,research scientist,3,married,,5509.83,4,y,no,13,3,2,part time,1,,3,3,2,,2,2,,1987,25430.00,,,yes
890,34,yes,non-travel,547.24,,19,3,marketing,1,891,1,male,68.40476190476191,4,2,sales executive,4,,4420.0,11492.0,8,y,yes,13,3,2,part time,0,,3,2,5,,0,4,4420.00,1989,53040.00,,,yes
891,24,no,,556.26,,10,4,marketing,1,892,4,female,,3,2,sales executive,3,divorced,4492.84,11681.39,1,y,yes,12,3,4,part time,1,,2,4,5,,0,3,4492.84,1999,53914.11,,,yes
892,42,no,,290.04,,1,4,,1,893,2,female,,3,1,laboratory technician,1,,,6090.75,3,y,no,16,3,2,part time,1,8,5,3,5,,1,2,,1981,28111.13,,,yes
893,54,no,,2002.21,,5,2,medical,1,894,1,male,,3,5,research director,1,married,16171.67,42046.33,4,y,,11,3,3,full time,1,24,4,2,4,,1,2,16171.67,1969,194060.00,,,no
894,34,no,,674.56,,4,4,,1,895,3,female,84.31944444444446,3,2,sales executive,3,married,5448.33,14165.67,9,y,no,15,3,1,full time,1,,3,3,3,,1,2,5448.33,1989,65380.00,,,yes
895,43,no,,232.97,,21,3,,1,896,4,male,,3,1,laboratory technician,4,,1881.67,4892.33,7,y,,20,4,1,,1,,1,3,3,,1,2,1881.67,1980,,,,yes
896,43,no,travel_rarely,556.26,,8,4,other,1,897,3,female,,3,2,healthcare representative,3,,4492.84,11681.39,4,y,yes,14,3,4,part time,0,,3,3,5,,0,2,4492.84,1980,53914.11,,,yes
897,31,no,travel_rarely,228.84,,1,2,,1,898,4,male,,2,1,laboratory technician,1,married,,4805.67,1,y,no,12,3,3,part time,1,4,3,,4,,3,2,,1992,22180.00,,,no
898,25,yes,travel_rarely,290.04,,3,3,medical,1,899,1,male,,3,1,laboratory technician,1,married,2342.59,6090.75,5,y,no,13,3,3,part time,1,6,5,,2,,0,2,2342.59,1998,28111.13,,,yes
899,45,no,,273.83,,10,2,life sciences,1,900,1,male,,3,1,research scientist,4,married,2211.67,5750.33,3,y,no,21,,4,part time,2,8,3,2,2,,0,2,2211.67,1978,26540.00,,,yes
900,52,no,travel_rarely,1582.77,,4,2,life sciences,1,901,4,female,,3,4,manager,4,married,12783.92,33238.2,2,y,no,13,3,4,full time,0,31,2,1,5,,1,4,12783.92,1971,153407.07,,,no
901,34,yes,travel_frequently,290.04,,6,2,,1,902,4,female,,1,1,sales representative,3,,,6090.75,0,y,no,16,3,4,part time,1,3,3,2,2,,1,0,,1989,28111.13,,,yes
902,26,no,travel_rarely,290.04,,23,3,life sciences,1,903,1,female,,3,1,research scientist,4,divorced,2342.59,6090.75,1,y,no,22,4,2,part time,2,,3,1,3,,0,2,2342.59,1997,28111.13,,,yes
903,29,no,,1231.39,,3,4,,1,904,2,male,153.92361111111111,2,3,research director,3,,9945.83,25859.17,1,y,no,18,3,3,full time,0,,2,3,10,,0,7,9945.83,1994,119350.00,,,yes
904,29,yes,,262.68,,25,5,technical degree,1,905,3,female,,2,1,research scientist,2,married,,5516.33,5,y,no,16,3,2,part time,0,6,2,4,2,,1,1,,1994,25460.00,,,no
905,46,no,,1842.8,,2,3,life sciences,1,906,1,male,,3,4,research director,3,married,,38698.83,6,y,no,13,3,3,full time,0,,2,1,3,,0,1,,1977,178610.00,,,no
906,46,no,,1032.49,,10,3,marketing,1,907,3,female,,2,3,sales executive,4,,8339.32,21682.23,2,y,,19,3,3,,1,15,3,3,3,,1,2,8339.32,1977,,,,no
907,30,no,travel_rarely,290.04,sales,7,1,marketing,1,908,4,male,,3,1,sales representative,2,single,,6090.75,0,y,,14,3,1,part time,0,,3,3,3,,1,2,,1993,28111.13,sales representative  -  sales,,yes
908,34,yes,travel_frequently,1032.49,human resources,23,3,,1,909,2,female,129.06091077207583,3,3,human resources,1,divorced,,21682.23,9,y,yes,15,3,3,part time,3,,2,3,3,,0,2,,1989,100071.84,human resources  -  human resources,,no
909,42,no,,290.04,,5,2,other,1,910,2,male,36.25443871706758,3,1,laboratory technician,3,married,2342.59,6090.75,4,y,no,17,3,4,part time,1,,4,,2,,2,0,2342.59,1981,28111.13,,,yes
910,22,yes,,401.76,research & development,25,1,technical degree,1,911,3,male,50.220238095238095,2,1,laboratory technician,3,single,3245.0,8437.0,5,y,no,16,3,3,full time,0,4,3,3,2,,1,2,3245.00,2001,38940.00,laboratory technician  -  research & development,,yes
911,29,no,travel_rarely,439.73,,19,3,technical degree,1,912,4,male,,3,2,manufacturing director,4,divorced,,9234.33,4,y,no,12,3,2,part time,2,8,2,4,3,2,1,2,,1994,42620.00,,,yes
912,46,no,travel_frequently,1086.12,research & development,18,1,medical,1,913,1,female,,3,3,healthcare representative,3,married,,22808.5,5,y,no,11,3,4,,0,,3,2,2,,1,2,,1977,105270.00,healthcare representative  -  research & development,,yes
913,32,yes,,556.26,sales,11,4,other,1,914,4,male,,4,2,sales executive,3,,,11681.39,8,y,,12,3,4,part time,0,,2,3,4,,1,2,,1991,53914.11,sales executive  -  sales,,yes
914,24,no,,247.62,,24,3,medical,1,915,4,male,,3,1,sales representative,4,,2000.0,5200.0,0,y,no,13,3,3,,2,3,3,3,2,,2,1,2000.00,1999,,,,no
915,35,no,travel_rarely,379.79,,25,2,,1,916,1,male,,2,2,laboratory technician,4,single,,7975.5,4,y,no,14,3,4,part time,0,,3,3,3,,0,2,,1988,36810.00,,,no
916,42,no,,556.26,,2,4,life sciences,1,917,3,female,,3,2,healthcare representative,4,married,4492.84,11681.39,1,y,no,13,3,2,part time,2,10,4,3,10,,2,2,4492.84,1981,53914.11,,,yes
917,48,no,travel_rarely,1582.77,,1,4,,1,918,4,female,197.8464183087028,2,4,manager,1,married,,33238.2,7,y,no,11,3,1,full time,1,21,3,1,3,,0,2,,1975,153407.07,,,yes
918,44,no,travel_rarely,556.26,,1,4,,1,919,1,female,,2,2,human resources,3,,4492.84,11681.39,4,y,no,11,,2,part time,0,10,1,4,2,2,0,2,4492.84,1979,53914.11,,,yes
919,34,no,,290.04,sales,14,3,,1,920,3,female,36.25443871706758,3,1,sales representative,3,,2342.59,6090.75,1,y,yes,18,3,4,part time,2,8,3,3,8,,0,6,2342.59,1989,28111.13,sales representative  -  sales,,yes
920,21,no,,355.64,,22,1,technical degree,1,921,3,male,,3,1,sales representative,3,,2872.5,7468.5,1,y,,11,,3,full time,0,,2,3,3,,1,2,2872.50,2002,34470.00,,,yes
921,44,no,travel_rarely,2013.25,,3,4,,1,922,4,male,,3,5,manager,4,,16260.83,42278.17,4,y,,12,3,1,,1,26,2,4,2,,0,1,16260.83,1979,,,,yes
922,22,no,travel_rarely,290.04,,6,1,medical,1,923,1,male,,3,1,research scientist,3,married,2342.59,6090.75,0,y,,20,4,4,part time,0,,3,3,2,,2,2,2342.59,2001,28111.13,,,yes
923,26,no,travel_rarely,274.34,,6,3,,1,924,3,female,,3,1,laboratory technician,4,,2215.83,5761.17,1,y,yes,13,,3,,1,,2,3,3,,0,2,2215.83,1997,,,,no
924,36,no,,912.79,,9,2,medical,1,925,2,male,,2,2,manufacturing director,2,,7372.5,19168.5,2,y,yes,11,3,3,full time,1,13,2,3,3,,0,2,7372.50,1987,88470.00,,,yes
925,27,no,,210.99,,3,4,medical,1,926,1,male,26.374007936507937,2,1,research scientist,4,single,,4430.83,0,y,,13,3,4,part time,0,5,0,3,4,,1,1,,1996,20450.00,,,yes
926,23,no,travel_rarely,290.04,,4,3,,1,927,1,male,,4,1,research scientist,1,,2342.59,6090.75,2,y,,16,3,1,part time,1,5,3,4,3,,0,2,2342.59,2000,28111.13,,,no
927,25,no,,500.5,,8,3,life sciences,1,928,4,male,,4,2,sales executive,2,,4042.5,10510.5,0,y,no,22,4,3,part time,1,4,4,3,3,,1,2,4042.50,1998,48510.00,,,no
928,48,no,,837.78,,14,1,,1,929,1,male,104.72222222222224,4,2,sales executive,2,married,,17593.33,3,y,,12,3,4,full time,0,,3,3,2,,2,2,,1975,81200.00,,,yes
929,24,yes,travel_rarely,472.23,,3,2,life sciences,1,930,1,female,59.02876984126984,3,2,sales executive,3,single,3814.17,9916.83,9,y,no,14,3,1,part time,0,,3,3,2,,2,0,3814.17,1999,45770.00,,,yes
930,60,no,travel_rarely,557.66,,16,4,,1,931,1,male,,3,2,sales executive,1,single,,11710.83,8,y,no,14,3,4,full time,0,10,1,3,2,,2,2,,1963,54050.00,,,no
931,50,no,,290.04,,8,4,marketing,1,932,4,male,36.25443871706758,3,1,sales representative,2,married,2342.59,6090.75,7,y,no,15,3,4,part time,1,4,2,3,2,,2,2,2342.59,1973,28111.13,,,yes
932,44,no,non-travel,382.57,,24,3,,1,933,1,male,47.82142857142857,1,1,laboratory technician,3,single,,8034.0,2,y,,14,3,3,full time,0,9,5,3,5,,1,4,,1979,37080.00,,,no
933,47,no,travel_frequently,1420.71,,3,3,,1,934,4,female,,3,4,sales executive,3,divorced,11475.0,29835.0,9,y,yes,12,3,4,full time,2,28,2,2,22,,11,13,11475.00,1976,137700.00,,,yes
934,42,yes,,290.04,,19,3,,1,935,3,male,,4,1,research scientist,3,divorced,2342.59,6090.75,6,y,,12,3,4,part time,0,,2,3,2,,2,2,2342.59,1981,28111.13,,,yes
935,43,no,travel_frequently,556.26,,15,3,life sciences,1,936,4,male,,2,2,sales executive,4,married,4492.84,11681.39,3,y,,18,,3,part time,1,7,5,3,2,,2,2,4492.84,1980,53914.11,,,yes
936,40,no,,290.04,,2,1,,1,937,4,female,,2,1,research scientist,4,single,2342.59,6090.75,0,y,,20,4,4,part time,0,5,2,2,4,,2,3,2342.59,1983,28111.13,,,no
937,29,no,,236.99,sales,10,3,,1,938,4,male,,3,1,sales representative,2,,1914.17,4976.83,1,y,no,14,3,4,,2,,2,3,2,,2,2,1914.17,1994,,sales representative  -  sales,,no
938,53,no,,252.78,,6,3,,1,939,4,male,,3,2,laboratory technician,4,single,2041.67,5308.33,2,y,,17,3,4,part time,0,19,4,3,2,,2,2,2041.67,1970,24500.00,,,no
939,23,no,travel_rarely,290.04,research & development,12,1,medical,1,940,1,male,,4,1,research scientist,3,single,2342.59,6090.75,1,y,,18,3,4,part time,0,,3,3,2,,0,2,2342.59,2000,28111.13,research scientist  -  research & development,,no
940,55,yes,,1973.98,,2,3,medical,1,941,4,male,,3,5,manager,1,,15943.72,41453.67,5,y,yes,13,3,4,,1,24,2,3,5,,1,4,15943.72,1968,,,,no
941,26,no,travel_frequently,290.04,,1,2,life sciences,1,942,1,female,36.25443871706758,1,1,laboratory technician,4,,2342.59,6090.75,3,y,no,14,3,1,part time,1,,2,3,2,,2,0,2342.59,1997,28111.13,,,yes
942,34,no,travel_rarely,290.04,,1,4,,1,943,2,female,,4,1,research scientist,4,single,2342.59,6090.75,2,y,no,16,3,3,,0,,2,3,4,,1,3,2342.59,1989,,,,no
943,27,no,,447.98,,8,1,marketing,1,944,3,male,,3,2,sales executive,4,married,3618.33,9407.67,0,y,,19,3,2,part time,1,5,3,3,4,,1,1,3618.33,1996,43420.00,,,yes
944,35,no,travel_rarely,265.37,,8,4,,1,945,1,female,,3,1,sales representative,4,,2143.33,5572.67,1,y,no,16,3,2,,1,3,1,2,3,,0,2,2143.33,1988,,,,yes
945,30,no,travel_rarely,290.04,,18,3,,1,946,4,male,36.25443871706758,1,1,laboratory technician,3,married,2342.59,6090.75,3,y,no,21,,3,part time,2,7,2,3,2,,0,2,2342.59,1993,28111.13,,,yes
946,34,no,,670.63,,8,2,,1,947,3,female,,3,2,sales executive,1,,5416.67,14083.33,5,y,no,17,3,2,,1,,1,3,3,,1,2,5416.67,1989,,,,yes
947,52,no,travel_rarely,324.9,research & development,25,4,life sciences,1,948,2,female,40.61210317460318,3,2,laboratory technician,3,,2624.17,6822.83,8,y,,20,4,2,part time,1,9,3,3,5,,1,4,2624.17,1971,31490.00,laboratory technician  -  research & development,,yes
948,33,yes,travel_rarely,549.3,,16,3,marketing,1,949,1,female,,3,2,sales executive,1,single,4436.67,11535.33,5,y,,15,3,3,part time,0,,3,3,3,,0,2,4436.67,1990,53240.00,,,no
949,35,no,travel_rarely,290.04,research & development,20,4,,1,950,2,female,36.25443871706758,4,1,research scientist,3,single,,6090.75,3,y,no,13,3,3,part time,0,7,0,3,2,,2,2,,1988,28111.13,research scientist  -  research & development,,no
950,28,yes,,452.11,,2,4,,1,951,3,male,,3,1,research scientist,3,single,3651.67,9494.33,6,y,no,17,3,4,full time,0,5,3,2,2,,2,1,3651.67,1995,43820.00,,,yes
951,36,no,travel_rarely,290.04,,13,3,human resources,1,952,3,male,36.25443871706758,3,1,human resources,2,married,2342.59,6090.75,4,y,,13,3,2,part time,1,,2,3,5,,0,4,2342.59,1987,28111.13,,,yes
952,34,no,travel_frequently,263.4,research & development,16,4,,1,953,3,female,32.92559523809524,2,1,research scientist,4,single,2127.5,5531.5,1,y,no,16,3,3,part time,0,6,3,3,5,,1,3,2127.50,1989,25530.00,research scientist  -  research & development,,yes
953,34,no,,290.04,,3,2,,1,954,3,male,,3,1,human resources,4,,2342.59,6090.75,0,y,,19,3,3,,1,4,1,1,3,,0,2,2342.59,1989,,,,no
954,44,no,travel_rarely,612.13,,4,3,,1,955,4,male,76.51686507936508,3,2,healthcare representative,2,single,4944.17,12854.83,9,y,,12,3,4,full time,0,10,2,2,5,,2,3,4944.17,1979,59330.00,,,yes
955,32,no,,454.28,,13,4,life sciences,1,956,2,male,,3,2,sales executive,4,divorced,,9539.83,2,y,,11,3,3,part time,1,8,3,2,5,,0,3,,1991,44030.00,,,yes
956,53,no,,1128.11,,7,2,,1,957,1,female,141.0138888888889,2,3,sales executive,4,married,9111.67,23690.33,7,y,yes,18,3,4,full time,1,35,3,3,5,,0,4,9111.67,1970,109340.00,,,no
957,22,no,,556.26,,1,2,life sciences,1,958,4,male,,2,2,manufacturing director,4,,4492.84,11681.39,6,y,,22,4,1,part time,2,4,2,1,2,,2,2,4492.84,2001,53914.11,,,no
958,44,no,travel_rarely,290.04,,8,4,life sciences,1,959,1,male,,4,1,laboratory technician,4,,2342.59,6090.75,2,y,yes,24,4,3,part time,1,10,2,2,3,,0,2,2342.59,1979,28111.13,,,no
959,35,yes,travel_frequently,208.62,,25,4,life sciences,1,960,4,female,,3,1,research scientist,2,divorced,1685.0,4381.0,1,y,,19,3,1,part time,1,10,3,2,10,,7,8,1685.00,1988,20220.00,,,yes
960,25,no,,439.11,,4,1,,1,961,3,male,,2,2,sales executive,1,,3546.67,9221.33,1,y,no,12,3,1,part time,0,5,1,4,5,,0,3,3546.67,1998,42560.00,,,no
961,49,no,travel_rarely,369.37,,1,3,technical degree,1,962,3,female,,3,1,research scientist,1,,2983.33,7756.67,2,y,no,16,3,2,,1,7,2,3,4,,0,2,2983.33,1974,,,,no
962,24,no,non-travel,290.04,,19,1,life sciences,1,963,1,male,,2,1,laboratory technician,4,,2342.59,6090.75,0,y,,17,3,4,part time,0,,2,2,5,,3,4,2342.59,1999,28111.13,,,no
963,38,no,travel_rarely,299.1,sales,9,3,marketing,1,964,2,male,,2,1,sales representative,2,,2415.83,6281.17,0,y,,19,3,4,full time,1,3,3,3,2,,1,2,2415.83,1985,28990.00,sales representative  -  sales,,yes
964,29,yes,travel_rarely,290.04,,1,3,medical,1,965,2,female,36.25443871706758,2,1,sales representative,3,,2342.59,6090.75,6,y,yes,19,3,3,part time,3,5,3,3,3,,0,2,2342.59,1994,28111.13,,,no
965,43,no,travel_frequently,573.86,,1,3,life sciences,1,966,4,female,,3,2,healthcare representative,4,married,4635.0,12051.0,4,y,,13,3,2,,1,12,2,2,5,,2,2,4635.00,1980,,,,yes
966,28,no,travel_rarely,556.26,,5,4,medical,1,967,1,male,,3,2,sales executive,4,single,,11681.39,1,y,,14,3,2,part time,0,4,3,3,4,,0,2,,1995,53914.11,,,no
967,20,yes,travel_rarely,290.04,,2,3,,1,968,3,female,36.25443871706758,2,1,sales representative,3,single,2342.59,6090.75,1,y,,13,3,4,part time,0,2,3,2,2,,0,2,2342.59,2003,28111.13,,,yes
968,47,no,,290.04,,2,4,life sciences,1,969,4,female,,2,1,sales representative,4,single,2342.59,6090.75,1,y,yes,18,3,1,,0,3,3,2,3,,1,2,2342.59,1976,,,,yes
969,22,yes,travel_rarely,556.26,,3,1,life sciences,1,970,2,female,,3,2,manufacturing director,3,married,4492.84,11681.39,0,y,yes,19,3,1,part time,1,4,3,4,3,,0,2,4492.84,2001,53914.11,,,yes
970,28,no,,245.25,,9,3,medical,1,971,3,female,,3,1,research scientist,3,divorced,1980.83,5150.17,5,y,no,18,3,2,part time,1,6,2,3,2,,2,2,1980.83,1995,23770.00,,,yes
971,39,yes,,248.03,research & development,6,3,medical,1,972,4,male,,3,1,laboratory technician,1,married,,5208.67,7,y,,21,4,4,part time,0,,2,1,2,,2,2,,1984,24040.00,laboratory technician  -  research & development,,yes
972,33,no,travel_rarely,288.79,research & development,1,4,,1,973,3,male,36.098214285714285,2,1,research scientist,1,single,2332.5,6064.5,3,y,,11,3,2,part time,0,,1,3,3,,0,2,2332.50,1990,27990.00,research scientist  -  research & development,,no
973,36,no,travel_rarely,290.04,research & development,7,4,other,1,974,2,male,36.25443871706758,3,1,research scientist,4,single,2342.59,6090.75,2,y,,18,3,3,part time,0,8,6,3,6,,0,1,2342.59,1987,28111.13,research scientist  -  research & development,,yes
974,35,no,travel_rarely,556.26,,48,3,,1,975,3,female,,3,2,sales executive,3,,4492.84,11681.39,1,y,,16,3,2,,0,5,3,3,5,,1,0,4492.84,1988,,,,yes
975,31,yes,,290.04,,9,2,medical,1,976,3,male,,2,1,research scientist,1,single,,6090.75,0,y,yes,22,4,1,part time,0,4,0,3,3,,1,2,,1992,28111.13,,,no
976,33,no,travel_rarely,356.16,,13,1,life sciences,1,977,2,female,44.51984126984127,3,1,research scientist,4,single,2876.67,7479.33,3,y,,18,3,1,full time,0,5,4,3,3,,0,2,2876.67,1990,34520.00,,,no
977,27,no,,290.02,,24,4,,1,978,2,female,,3,1,laboratory technician,2,married,2342.5,6090.5,9,y,no,14,3,2,part time,1,4,2,3,2,,2,2,2342.50,1996,28110.00,,,no
978,30,yes,travel_rarely,290.04,,22,3,,1,979,1,female,36.25443871706758,3,1,research scientist,3,married,,6090.75,4,y,,11,3,2,part time,0,,2,,5,,0,1,,1993,28111.13,,,yes
979,24,no,,451.6,,17,1,medical,1,980,4,female,,2,2,manufacturing director,3,divorced,3647.5,9483.5,1,y,no,15,3,2,part time,2,5,6,3,4,,3,2,3647.50,1999,43770.00,,,no
980,35,yes,travel_rarely,290.04,research & development,14,4,other,1,981,3,male,,2,1,laboratory technician,2,divorced,2342.59,6090.75,1,y,yes,24,4,4,part time,1,5,2,1,4,,0,2,2342.59,1988,28111.13,laboratory technician  -  research & development,,no
981,30,yes,,290.04,,5,3,,1,982,2,female,,3,1,laboratory technician,2,,2342.59,6090.75,0,y,,17,3,1,part time,0,4,3,3,3,,1,2,2342.59,1993,28111.13,,,yes
982,48,no,travel_rarely,437.46,research & development,6,3,,1,983,1,male,,2,2,healthcare representative,3,,3533.33,9186.67,2,y,no,13,3,4,,0,19,0,3,2,,2,2,3533.33,1975,,healthcare representative  -  research & development,,yes
983,41,no,travel_rarely,556.26,,7,2,medical,1,984,4,female,,3,2,manufacturing director,3,,4492.84,11681.39,6,y,,14,3,2,,0,8,6,3,2,,2,1,4492.84,1982,,,,no
984,27,no,,436.12,research & development,2,4,,1,985,1,female,,3,2,manufacturing director,4,,3522.5,9158.5,0,y,,18,3,2,part time,1,,2,,3,,2,2,3522.50,1996,42270.00,manufacturing director  -  research & development,,yes
985,35,no,travel_rarely,404.13,research & development,10,3,other,1,986,2,male,,3,1,laboratory technician,4,,3264.17,8486.83,1,y,no,20,4,1,full time,1,3,4,2,3,,1,2,3264.17,1988,39170.00,laboratory technician  -  research & development,,no
986,26,yes,non-travel,512.67,,29,2,medical,1,987,2,male,,1,2,sales executive,1,single,,10766.17,8,y,no,18,3,4,part time,0,,6,3,2,,2,2,,1997,49690.00,,,yes
987,33,no,non-travel,290.04,sales,8,1,life sciences,1,988,2,female,,2,1,sales representative,4,,,6090.75,0,y,,19,3,4,part time,0,,2,2,2,,2,2,,1990,28111.13,sales representative  -  sales,,no
988,26,yes,,210.68,,2,3,life sciences,1,989,1,male,,3,1,research scientist,1,married,1701.67,4424.33,6,y,,14,3,2,part time,1,6,2,3,3,,1,2,1701.67,1997,20420.00,,,yes
989,38,no,travel_frequently,291.06,,3,4,,1,990,3,male,,3,1,research scientist,3,,2350.83,6112.17,3,y,no,16,3,1,,1,8,2,3,2,,2,2,2350.83,1985,,,,no
990,46,no,,1973.98,,47,4,medical,1,991,4,male,,3,5,research director,4,,,41453.67,9,y,no,17,3,4,full time,2,23,0,3,2,,2,2,,1977,191324.62,,,yes
991,20,yes,,290.04,,9,3,marketing,1,992,4,female,,3,1,sales representative,4,single,2342.59,6090.75,1,y,yes,14,3,2,part time,0,2,3,3,2,,0,2,2342.59,2003,28111.13,,,yes
992,30,no,,1027.31,,20,3,other,1,993,2,male,,3,2,manufacturing director,1,married,8297.5,21573.5,0,y,,15,3,3,,1,7,1,2,6,,0,2,8297.50,1993,,,,no
993,27,no,non-travel,290.04,,8,5,,1,994,1,male,,1,1,laboratory technician,3,married,2342.59,6090.75,1,y,,19,3,4,part time,3,3,4,,3,,1,2,2342.59,1996,28111.13,,,no
994,55,no,,1032.49,,2,1,,1,995,4,male,,3,3,manufacturing director,2,married,,21682.23,3,y,no,18,3,2,part time,1,23,4,3,3,,1,2,,1968,100071.84,,,yes
995,33,no,travel_rarely,1032.49,,5,3,life sciences,1,996,4,male,,2,3,healthcare representative,4,,8339.32,21682.23,4,y,no,15,3,3,,1,,2,3,3,,1,2,8339.32,1990,100071.84,,,yes
996,28,no,,227.71,,15,2,life sciences,1,997,1,male,,3,1,laboratory technician,3,,1839.17,4781.83,1,y,no,16,3,4,,1,4,5,2,4,,2,2,1839.17,1995,22070.00,,,yes
997,34,no,,800.22,,3,1,life sciences,1,998,1,male,,3,2,healthcare representative,4,,6463.33,16804.67,0,y,no,17,3,3,,0,,1,2,6,,0,4,6463.33,1989,,,,yes
998,33,yes,,290.04,,25,3,medical,1,999,1,male,,2,1,research scientist,2,single,2342.59,6090.75,4,y,yes,20,4,2,part time,0,5,0,3,2,,2,2,2342.59,1990,28111.13,,,no
999,33,no,,556.26,,7,3,life sciences,1,1000,4,female,,3,2,sales executive,2,married,4492.84,11681.39,0,y,no,17,3,3,part time,1,4,3,3,3,,0,2,4492.84,1990,53914.11,,,no
1000,21,no,,213.57,,1,1,,1,1001,4,female,,2,1,research scientist,2,single,,4485.0,1,y,yes,11,3,3,part time,0,2,6,4,2,,2,2,,2002,20700.00,,,yes
1001,31,no,travel_frequently,287.96,,20,3,,1,1002,3,male,,4,1,sales representative,4,married,,6047.17,0,y,no,12,,1,,1,3,4,3,2,,2,2,,1992,27910.00,,,yes
1002,35,no,,556.26,,11,2,marketing,1,1003,4,male,,3,2,sales executive,4,divorced,4492.84,11681.39,1,y,,11,3,4,,1,5,3,3,5,,0,2,4492.84,1988,,,,yes
1003,34,no,,556.26,,2,2,,1,1004,4,male,,3,2,manufacturing director,3,single,4492.84,11681.39,2,y,no,11,3,4,,0,,3,,3,,0,2,4492.84,1989,,,,yes
1004,33,yes,,848.51,,9,4,,1,1005,1,female,106.06349206349206,3,2,sales executive,1,single,,17818.67,0,y,,17,3,1,full time,0,6,3,3,5,,0,3,,1990,82240.00,,,no
1005,31,yes,,269.29,research & development,15,3,medical,1,1006,3,male,,3,1,laboratory technician,3,,,5655.0,1,y,no,12,3,3,part time,1,,5,2,2,,2,2,,1992,26100.00,laboratory technician  -  research & development,,yes
1006,37,no,travel_rarely,591.29,,25,2,,1,1007,3,female,73.91170634920636,2,2,healthcare representative,4,,4775.83,12417.17,7,y,no,13,3,3,full time,2,9,2,3,6,,1,3,4775.83,1986,57310.00,,,yes
1007,27,no,travel_rarely,261.96,,6,3,,1,1008,4,male,32.745039682539684,2,1,research scientist,3,married,,5501.17,1,y,no,13,,3,part time,1,4,0,3,4,2,2,2,,1996,25390.00,,,yes
1008,35,no,travel_frequently,245.14,,4,4,other,1,1009,4,male,30.642857142857142,2,1,laboratory technician,4,married,,5148.0,1,y,,13,3,2,part time,1,2,2,4,2,,2,2,,1988,23760.00,,,yes
1009,56,no,,1973.98,,4,4,,1,1010,4,female,246.74801587301585,3,5,manager,1,divorced,15943.72,41453.67,4,y,no,13,3,4,full time,1,28,2,3,5,,4,2,15943.72,1967,191324.62,,,yes
1010,45,no,,290.04,research & development,7,3,medical,1,1011,1,female,,3,1,research scientist,3,,2342.59,6090.75,4,y,yes,19,3,3,part time,1,,2,,3,,0,2,2342.59,1978,28111.13,research scientist  -  research & development,,yes
1011,20,no,travel_rarely,290.04,,3,3,,1,1012,1,male,,2,1,laboratory technician,3,single,2342.59,6090.75,1,y,,12,3,1,part time,0,2,2,2,2,,1,2,2342.59,2003,28111.13,,,yes
1012,50,no,travel_frequently,1582.77,,2,3,,1,1013,4,female,,3,4,manager,1,,12783.92,33238.2,2,y,no,22,4,3,full time,1,,3,,2,,2,2,12783.92,1973,153407.07,,,yes
1013,46,no,,1968.67,,15,2,life sciences,1,1014,4,male,,3,5,research director,2,,,41342.17,5,y,,11,3,1,full time,1,25,2,3,4,,0,3,,1977,190810.00,,,yes
