,Unnamed: 0,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
1049,1049,31,no,,1694.33,research & development,8,5,life sciences,1,1050,1,female,,3,4,research director,2,,13685.0,35581.0,3,y,no,11,3.0,3,full time,0,,3,4.0,3,,1,0,13685.0,1992,164220.0,research director  -  research & development,,yes
1050,1050,36,no,,582.63,,16,4,marketing,1,1051,3,female,,2,2,sales executive,1,,4705.83,12235.17,4,y,no,13,3.0,1,,2,11.0,3,2.0,3,,0,2,4705.83,1987,,,,no
1051,1051,25,yes,travel_rarely,453.97,,9,2,,1,1052,1,male,,2,1,sales representative,1,,,9533.33,3,y,no,12,3.0,1,full time,0,6.0,2,3.0,3,,2,2,,1998,44000.0,,,yes
1052,1052,56,no,,213.16,,1,2,life sciences,1,1053,1,female,,3,1,research scientist,1,,1721.67,4476.33,2,y,,22,4.0,4,part time,1,5.0,3,4.0,3,,1,0,1721.67,1967,20660.0,,,yes
1053,1053,41,no,,290.04,,5,5,medical,1,1054,2,male,36.25443871706758,4,1,research scientist,3,,2342.59,6090.75,2,y,,12,3.0,1,part time,0,7.0,5,,4,,0,3,2342.59,1982,28111.13,,,yes
1054,1054,31,no,travel_rarely,290.04,,8,2,,1,1055,4,female,,4,1,human resources,2,,,6090.75,9,y,no,18,,4,part time,0,8.0,3,3.0,3,,0,2,,1992,28111.13,,,yes
1055,1055,31,yes,travel_frequently,290.04,research & development,2,3,life sciences,1,1056,2,male,,3,1,laboratory technician,4,,,6090.75,6,y,,13,3.0,3,part time,1,7.0,2,1.0,2,2.0,2,2,,1992,28111.13,laboratory technician  -  research & development,,yes
1056,1056,48,no,,566.02,sales,7,3,marketing,1,1057,3,male,,3,2,sales executive,1,divorced,4571.67,11886.33,4,y,no,11,3.0,1,,3,,3,3.0,2,,2,2,4571.67,1975,,sales executive  -  sales,,no
1057,1057,34,yes,,290.04,,9,4,,1,1058,1,female,,3,1,human resources,3,married,2342.59,6090.75,1,y,no,15,3.0,4,,0,2.0,0,3.0,2,,2,2,2342.59,1989,,,,no
1058,1058,44,no,,326.24,,5,3,life sciences,1,1059,3,male,,2,1,laboratory technician,3,single,2635.0,6851.0,3,y,,14,3.0,4,,0,7.0,5,3.0,5,,0,3,2635.0,1979,,,,no
1059,1059,49,no,travel_rarely,686.21,research & development,5,4,,1,1060,1,male,,3,2,healthcare representative,3,married,5542.5,14410.5,2,y,no,14,,2,full time,1,20.0,0,2.0,3,,1,2,5542.5,1974,66510.0,healthcare representative  -  research & development,,yes
1060,1060,44,no,,352.86,,20,3,life sciences,1,1061,4,male,44.10714285714286,3,1,research scientist,2,,2850.0,7410.0,1,y,,13,3.0,3,full time,0,6.0,3,2.0,5,,1,3,2850.0,1979,34200.0,,,no
1061,1061,28,yes,,300.13,,1,3,,1,1062,1,male,,3,1,sales representative,3,married,2424.17,6302.83,3,y,,15,3.0,4,full time,1,5.0,3,4.0,3,,1,2,2424.17,1995,29090.0,,,no
1062,1062,44,no,travel_frequently,1032.49,research & development,2,1,,1,1063,2,male,,3,3,manufacturing director,3,single,8339.32,21682.23,5,y,,18,,2,,0,16.0,2,2.0,2,,2,2,8339.32,1979,,manufacturing director  -  research & development,,yes
1063,1063,55,no,travel_rarely,556.26,,4,4,life sciences,1,1064,4,male,,3,2,healthcare representative,3,married,4492.84,11681.39,0,y,,16,3.0,2,part time,0,4.0,2,3.0,3,,1,2,4492.84,1968,53914.11,,,yes
1064,1064,28,no,travel_frequently,505.35,,7,3,life sciences,1,1065,3,male,,3,2,sales executive,1,single,4081.67,10612.33,0,y,,14,3.0,4,part time,0,5.0,5,3.0,4,,1,3,4081.67,1995,48980.0,,,yes
1065,1065,49,no,travel_rarely,556.26,,45,2,medical,1,1066,4,female,69.53208262471655,2,2,laboratory technician,1,married,,11681.39,4,y,,25,4.0,1,part time,1,10.0,3,3.0,3,,1,2,,1974,53914.11,,,yes
1066,1066,29,no,travel_frequently,328.1,,2,1,life sciences,1,1067,4,female,41.011904761904766,3,1,laboratory technician,2,,2650.0,6890.0,0,y,no,13,3.0,3,full time,3,,3,3.0,3,,0,2,2650.0,1994,31800.0,,,no
1067,1067,32,no,,1160.1,,10,3,,1,1068,3,male,145.01190476190476,3,3,manager,4,,,24362.0,2,y,,25,,2,full time,0,10.0,5,4.0,5,,0,0,,1991,112440.0,,,yes
1068,1068,31,yes,travel_frequently,290.04,,3,3,life sciences,1,1069,4,female,36.25443871706758,3,1,research scientist,3,,,6090.75,1,y,no,12,3.0,1,part time,0,7.0,2,,7,,7,7,,1992,28111.13,,,yes
1069,1069,40,no,,419.82,,43,2,life sciences,1,1070,4,male,,3,2,healthcare representative,4,divorced,3390.83,8816.17,3,y,,18,3.0,3,,0,8.0,2,3.0,2,,2,2,3390.83,1983,,,,no
1070,1070,36,no,travel_rarely,290.04,,2,4,life sciences,1,1071,3,male,,3,1,sales representative,4,,2342.59,6090.75,3,y,yes,21,4.0,4,part time,0,7.0,3,2.0,3,,1,2,2342.59,1987,28111.13,,,no
1071,1071,33,no,,659.49,,8,4,life sciences,1,1072,1,male,82.43650793650794,3,2,sales executive,1,,5326.67,13849.33,2,y,no,13,3.0,4,full time,1,,6,1.0,2,,2,2,5326.67,1990,63920.0,,,no
1072,1072,30,no,,1032.49,sales,14,4,,1,1073,1,male,,3,3,sales executive,2,married,8339.32,21682.23,3,y,,12,3.0,2,,1,9.0,3,3.0,4,,1,3,8339.32,1993,,sales executive  -  sales,,yes
1073,1073,38,yes,travel_rarely,500.91,,2,3,medical,1,1074,3,male,,3,2,manufacturing director,2,married,4045.83,10519.17,4,y,,11,3.0,1,,2,,2,3.0,5,,1,4,4045.83,1985,,,,no
1074,1074,48,no,travel_rarely,290.04,research & development,15,4,,1,1075,3,female,,3,1,research scientist,1,married,2342.59,6090.75,8,y,,12,3.0,4,part time,1,,3,2.0,8,,7,6,2342.59,1975,28111.13,research scientist  -  research & development,,yes
1075,1075,34,no,,556.26,research & development,1,4,,1,1076,2,male,,3,2,research scientist,4,,4492.84,11681.39,9,y,no,17,3.0,2,part time,1,,3,2.0,2,,2,1,4492.84,1989,53914.11,research scientist  -  research & development,,yes
1076,1076,38,no,travel_rarely,556.26,,16,3,life sciences,1,1077,2,female,,3,2,sales executive,2,single,4492.84,11681.39,2,y,no,12,3.0,2,part time,0,8.0,5,4.0,3,,1,2,4492.84,1985,53914.11,,,no
1077,1077,35,no,travel_rarely,556.26,,10,4,,1,1078,1,female,69.53208262471655,3,2,healthcare representative,3,single,4492.84,11681.39,3,y,yes,16,3.0,3,part time,0,,4,3.0,5,,0,4,4492.84,1988,53914.11,,,yes
1078,1078,23,no,,290.04,,10,3,,1,1079,4,male,,4,1,research scientist,3,married,2342.59,6090.75,2,y,no,16,3.0,4,,1,4.0,2,3.0,2,,2,2,2342.59,2000,,,,yes
1079,1079,36,no,,556.26,,6,4,,1,1080,1,male,,4,2,laboratory technician,1,,,11681.39,3,y,yes,13,3.0,4,part time,1,9.0,3,3.0,3,,0,2,,1987,53914.11,,,no
1080,1080,34,no,travel_frequently,556.26,,36,4,,1,1081,3,male,69.53208262471655,2,2,healthcare representative,3,,,11681.39,1,y,no,14,3.0,2,part time,1,8.0,3,2.0,8,,7,7,,1989,53914.11,,,no
1081,1081,22,no,non-travel,290.04,,26,2,other,1,1082,2,female,,2,1,research scientist,3,married,2342.59,6090.75,1,y,,14,,2,,0,4.0,2,2.0,4,,1,3,2342.59,2001,,,,yes
1082,1082,32,no,,341.71,,5,4,,1,1083,2,female,42.71428571428572,4,1,research scientist,4,married,2760.0,7176.0,3,y,no,17,3.0,4,full time,2,6.0,3,3.0,3,,0,2,2760.0,1991,33120.0,,,yes
1083,1083,31,no,travel_frequently,556.26,,2,4,,1,1084,4,male,,3,2,sales executive,1,single,4492.84,11681.39,7,y,,13,3.0,4,,0,,3,3.0,5,,0,3,4492.84,1992,,,,no
1084,1084,36,no,travel_rarely,556.26,,12,4,life sciences,1,1085,3,female,,3,2,manufacturing director,3,married,4492.84,11681.39,9,y,yes,12,3.0,2,part time,2,7.0,2,3.0,3,,1,1,4492.84,1987,53914.11,,,yes
1085,1085,21,no,,321.6,,19,1,medical,1,1086,3,male,40.199404761904766,3,1,research scientist,4,single,,6753.5,1,y,no,18,3.0,3,full time,0,,2,,2,,2,2,,2002,31170.0,,,no
1086,1086,47,no,,1973.98,,26,4,,1,1087,4,female,,3,5,manager,3,married,15943.72,41453.67,3,y,no,11,3.0,3,full time,1,27.0,2,3.0,5,,1,0,15943.72,1976,191324.62,,,no
1087,1087,39,no,,556.26,,4,3,medical,1,1088,1,female,,3,2,manufacturing director,3,,4492.84,11681.39,0,y,no,13,3.0,4,part time,0,,2,1.0,9,,3,8,4492.84,1984,53914.11,,,yes
1088,1088,40,no,,1032.49,,16,3,,1,1089,3,female,,3,3,manufacturing director,4,,8339.32,21682.23,6,y,,15,,4,part time,0,18.0,2,2.0,4,,3,3,8339.32,1983,100071.84,,,yes
1089,1089,48,no,travel_frequently,1568.46,,4,5,,1,1090,3,male,,2,4,manager,4,,,32937.67,2,y,no,25,4.0,2,full time,1,,3,3.0,2,,2,2,,1975,152020.0,,,yes
1090,1090,35,yes,,556.26,,10,2,medical,1,1091,1,male,,1,2,sales executive,4,,,11681.39,6,y,yes,14,3.0,4,part time,2,,2,2.0,2,,2,2,,1988,53914.11,,,no
1091,1091,27,no,travel_rarely,290.04,research & development,8,3,medical,1,1092,2,female,,4,1,research scientist,3,,2342.59,6090.75,7,y,,17,3.0,1,part time,0,5.0,0,3.0,3,,0,2,2342.59,1996,28111.13,research scientist  -  research & development,,no
1092,1092,27,no,,266.19,,2,3,medical,1,1093,4,male,,3,1,research scientist,4,single,2150.0,5590.0,2,y,no,13,3.0,3,part time,0,,0,2.0,4,,1,2,2150.0,1996,25800.0,,,yes
1093,1093,40,yes,travel_rarely,223.48,,7,3,,1,1094,1,male,,3,1,laboratory technician,1,,1805.0,4693.0,3,y,yes,14,3.0,2,part time,0,10.0,3,1.0,4,,0,3,1805.0,1983,21660.0,,,yes
1094,1094,29,no,,556.26,,10,3,,1,1095,3,male,69.53208262471655,2,2,sales executive,3,single,4492.84,11681.39,9,y,no,11,3.0,3,part time,0,,2,3.0,5,,1,4,4492.84,1994,53914.11,,,yes
1095,1095,36,no,,1032.49,,5,4,life sciences,1,1096,2,female,,3,3,healthcare representative,1,married,,21682.23,4,y,no,12,,3,part time,2,9.0,6,3.0,3,,0,2,,1987,100071.84,,,yes
1096,1096,49,no,travel_rarely,1582.77,,22,4,other,1,1097,1,female,,3,4,research director,2,married,12783.92,33238.2,3,y,,16,3.0,2,full time,2,27.0,2,3.0,4,,1,2,12783.92,1974,153407.07,,,yes
1097,1097,20,no,travel_rarely,290.04,,13,3,medical,1,1098,3,female,,3,1,sales representative,3,single,2342.59,6090.75,1,y,,19,3.0,1,part time,0,2.0,3,3.0,2,,2,2,2342.59,2003,28111.13,,,yes
1098,1098,36,no,non-travel,451.29,research & development,1,4,,1,1099,4,female,,2,2,manufacturing director,3,,3645.0,9477.0,0,y,,15,3.0,3,part time,0,4.0,6,3.0,3,,1,2,3645.0,1987,43740.0,manufacturing director  -  research & development,,yes
1099,1099,33,no,travel_rarely,567.98,,2,4,,1,1100,4,male,,3,2,sales executive,4,,4587.5,11927.5,1,y,,14,3.0,3,full time,2,6.0,5,3.0,6,,0,4,4587.5,1990,55050.0,,,yes
1100,1100,49,no,,266.91,,16,3,medical,1,1101,4,female,,3,1,laboratory technician,1,divorced,2155.83,5605.17,4,y,,16,3.0,2,,1,17.0,2,2.0,2,,2,2,2155.83,1974,,,,yes
1101,1101,47,no,travel_rarely,1647.9,,2,4,life sciences,1,1102,2,female,,4,4,manager,2,,13310.0,34606.0,6,y,,14,3.0,3,full time,3,29.0,2,3.0,3,,1,2,13310.0,1976,159720.0,,,yes
1102,1102,20,no,travel_rarely,290.04,,9,1,,1,1103,4,male,,3,1,sales representative,1,,2342.59,6090.75,1,y,no,11,3.0,1,,0,,3,3.0,2,,0,2,2342.59,2003,,,,yes
1103,1103,36,no,travel_rarely,556.26,,26,4,,1,1104,1,male,,3,2,healthcare representative,3,married,,11681.39,6,y,no,14,3.0,2,part time,2,10.0,2,2.0,3,,0,2,,1987,53914.11,,,no
1104,1104,44,no,travel_rarely,290.04,human resources,1,3,,1,1105,3,female,36.25443871706758,3,1,human resources,4,,,6090.75,4,y,yes,18,3.0,1,part time,3,8.0,2,3.0,2,,2,2,,1979,28111.13,human resources  -  human resources,,no
1105,1105,55,no,,290.04,,12,3,technical degree,1,1106,1,male,,2,1,research scientist,2,divorced,2342.59,6090.75,5,y,no,12,,4,part time,1,8.0,1,3.0,4,,1,2,2342.59,1968,28111.13,,,yes
1106,1106,23,yes,,290.04,,7,3,life sciences,1,1107,3,male,36.25443871706758,3,1,sales representative,4,divorced,2342.59,6090.75,1,y,yes,21,4.0,2,part time,1,3.0,2,3.0,3,,0,2,2342.59,2000,28111.13,,,no
1107,1107,26,no,,237.82,,17,4,,1,1108,4,male,29.727182539682538,1,1,laboratory technician,3,,,4994.17,1,y,no,15,3.0,3,part time,3,,3,4.0,3,,0,2,,1997,23050.0,,,yes
1108,1108,32,no,travel_frequently,354.2,,10,3,,1,1109,1,male,,3,1,research scientist,3,married,2860.83,7438.17,6,y,,13,3.0,1,,1,,3,2.0,5,,1,3,2860.83,1991,,,,yes
1109,1109,31,no,,358.74,,2,4,life sciences,1,1110,2,male,,3,1,laboratory technician,3,married,2897.5,7533.5,1,y,,14,3.0,4,full time,1,6.0,2,4.0,5,,0,3,2897.5,1992,34770.0,,,no
1110,1110,41,no,non-travel,556.26,human resources,4,3,human resources,1,1111,3,male,,1,2,human resources,2,married,4492.84,11681.39,6,y,no,19,,2,,1,,4,3.0,3,,1,2,4492.84,1982,,human resources  -  human resources,,no
1111,1111,24,no,travel_rarely,403.1,,29,1,medical,1,1112,2,male,50.38789682539682,3,1,laboratory technician,1,,3255.83,8465.17,1,y,no,13,3.0,2,full time,3,6.0,2,4.0,6,,1,2,3255.83,1999,39070.0,,,yes
1112,1112,36,yes,,556.26,,13,5,marketing,1,1113,2,male,69.53208262471655,2,2,sales executive,1,,4492.84,11681.39,5,y,yes,13,3.0,2,part time,3,16.0,3,3.0,2,,2,2,4492.84,1987,53914.11,,,yes
1113,1113,23,no,,290.04,,4,1,,1,1114,3,female,,3,1,laboratory technician,2,single,2342.59,6090.75,1,y,no,13,3.0,3,part time,0,3.0,3,1.0,3,2.0,1,2,2342.59,2000,28111.13,,,no
1114,1114,24,no,,290.04,,35,3,medical,1,1115,3,male,,3,1,human resources,4,married,2342.59,6090.75,0,y,no,14,3.0,4,part time,1,3.0,2,3.0,2,,2,1,2342.59,1999,28111.13,,,no
1115,1115,30,yes,travel_frequently,290.04,,42,3,,1,1116,3,female,,2,1,human resources,4,divorced,2342.59,6090.75,6,y,no,11,3.0,3,,1,,0,2.0,4,,1,2,2342.59,1993,,,,no
1116,1116,31,no,,556.26,,5,3,,1,1117,1,male,,3,2,sales executive,3,,4492.84,11681.39,1,y,no,19,3.0,3,,1,6.0,3,3.0,5,,0,2,4492.84,1992,,,,yes
1117,1117,27,no,,355.44,,48,3,,1,1118,4,female,44.42956349206349,3,1,research scientist,4,,2870.83,7464.17,1,y,,11,3.0,3,full time,0,6.0,5,2.0,6,,1,4,2870.83,1996,34450.0,,,no
1118,1118,29,yes,travel_rarely,284.76,,9,3,,1,1119,2,female,35.595238095238095,1,1,sales representative,2,single,2300.0,5980.0,1,y,,13,3.0,3,part time,0,2.0,3,3.0,2,,2,2,2300.0,1994,27600.0,,,yes
1119,1119,29,no,,649.38,,1,3,,1,1120,4,male,81.17261904761905,4,2,healthcare representative,3,,5245.0,13637.0,8,y,yes,12,3.0,4,full time,0,10.0,5,4.0,3,,0,2,5245.0,1994,62940.0,,,no
1120,1120,53,no,,1582.77,,31,4,,1,1121,1,female,,2,4,manufacturing director,3,married,,33238.2,4,y,yes,20,4.0,4,full time,3,27.0,2,2.0,3,,0,2,,1970,153407.07,,,yes
1121,1121,34,no,travel_rarely,556.26,,3,2,,1,1122,4,female,,1,2,sales executive,4,,4492.84,11681.39,5,y,no,12,,1,,0,,3,3.0,2,,2,2,4492.84,1989,,,,yes
1122,1122,51,no,travel_rarely,1353.24,,3,3,,1,1123,1,female,,3,3,manager,3,married,10930.0,28418.0,2,y,no,11,3.0,4,,0,,2,3.0,2,2.0,2,2,10930.0,1972,,,,yes
1123,1123,37,no,travel_rarely,556.26,sales,9,2,marketing,1,1124,2,male,,2,2,sales executive,2,,4492.84,11681.39,1,y,no,14,3.0,1,part time,2,,2,3.0,5,,0,3,4492.84,1986,53914.11,sales executive  -  sales,,no
1124,1124,46,no,,556.26,,26,2,life sciences,1,1125,2,male,,2,2,sales executive,2,,,11681.39,8,y,,15,3.0,3,part time,0,6.0,3,3.0,2,,2,2,,1977,53914.11,,,no
1125,1125,43,no,non-travel,290.04,research & development,9,3,,1,1126,1,male,,3,1,research scientist,3,,2342.59,6090.75,4,y,no,13,3.0,3,,0,,2,2.0,3,,1,2,2342.59,1980,,research scientist  -  research & development,,yes
1126,1126,41,no,travel_rarely,556.26,,35,3,,1,1127,3,male,,4,2,healthcare representative,2,single,4492.84,11681.39,3,y,,12,3.0,1,part time,0,,3,1.0,3,,1,2,4492.84,1982,53914.11,,,no
1127,1127,31,no,,1032.49,,7,4,,1,1128,1,female,,3,3,sales executive,1,,8339.32,21682.23,2,y,no,14,3.0,4,part time,2,9.0,3,3.0,3,,2,2,8339.32,1992,100071.84,,,no
1128,1128,28,no,travel_rarely,370.5,,1,3,medical,1,1129,3,female,,3,1,research scientist,1,,2992.5,7780.5,1,y,no,25,4.0,3,,1,,3,3.0,3,,1,2,2992.5,1995,,,,no
1129,1129,38,no,,557.66,sales,2,4,,1,1130,2,female,,1,2,sales representative,4,,4504.17,11710.83,2,y,yes,20,4.0,1,full time,2,20.0,4,2.0,4,,0,3,4504.17,1985,54050.0,sales representative  -  sales,,yes
1130,1130,58,no,travel_frequently,1582.77,research & development,15,4,life sciences,1,1131,1,male,197.8464183087028,3,4,research director,3,married,12783.92,33238.2,2,y,,14,3.0,2,full time,0,23.0,3,3.0,2,,2,2,12783.92,1965,153407.07,research director  -  research & development,,yes
1131,1131,29,yes,travel_rarely,290.04,,13,3,,1,1132,1,male,,2,1,human resources,1,divorced,2342.59,6090.75,4,y,,15,3.0,4,part time,3,,3,3.0,2,,2,0,2342.59,1994,28111.13,,,no
1132,1132,47,no,travel_rarely,217.18,,9,4,life sciences,1,1133,2,female,,3,1,laboratory technician,3,single,1754.17,4560.83,4,y,,12,3.0,3,part time,0,,2,3.0,2,,2,0,1754.17,1976,21050.0,,,no
1133,1133,28,no,,290.04,,1,2,life sciences,1,1134,3,male,,3,1,human resources,4,,,6090.75,1,y,,15,3.0,2,part time,1,3.0,2,3.0,3,,2,2,,1995,28111.13,,,yes
1134,1134,32,yes,travel_rarely,556.26,sales,2,4,marketing,1,1135,3,male,69.53208262471655,2,2,sales executive,2,,4492.84,11681.39,7,y,yes,12,3.0,3,part time,0,7.0,3,2.0,2,,2,2,4492.84,1991,53914.11,sales executive  -  sales,,yes
1135,1135,39,no,travel_rarely,402.59,,19,4,,1,1136,4,male,,3,2,research scientist,4,,3251.67,8454.33,8,y,,14,3.0,2,,3,7.0,2,3.0,2,,2,2,3251.67,1984,39020.0,,,yes
1136,1136,55,no,travel_rarely,274.65,,2,4,,1,1137,2,male,,2,1,research scientist,4,,2218.33,5767.67,8,y,,20,4.0,2,,1,,2,4.0,5,,0,4,2218.33,1968,,,,no
1137,1137,29,no,,212.75,,7,3,life sciences,1,1138,4,male,,3,1,laboratory technician,1,single,,4467.67,3,y,,14,3.0,2,part time,0,,2,3.0,3,,1,2,,1994,20620.0,,,yes
1138,1138,35,no,,556.26,,16,2,other,1,1139,1,female,69.53208262471655,2,2,manufacturing director,2,married,,11681.39,0,y,,11,3.0,4,part time,0,4.0,2,3.0,3,,0,2,,1988,53914.11,,,no
1139,1139,34,yes,non-travel,290.04,,16,4,technical degree,1,1140,4,male,,1,1,research scientist,1,,,6090.75,1,y,,23,4.0,2,part time,1,,2,3.0,5,,3,0,,1989,28111.13,,,yes
1140,1140,56,yes,travel_rarely,266.91,,24,2,,1,1141,1,male,,3,1,laboratory technician,4,single,2155.83,5605.17,1,y,no,16,3.0,4,part time,0,5.0,3,3.0,4,,1,0,2155.83,1967,25870.0,,,yes
1141,1141,36,no,,568.18,,17,2,marketing,1,1142,3,male,71.02281746031746,2,2,sales executive,2,,4589.17,11931.83,2,y,,16,3.0,3,full time,2,,1,1.0,4,,1,3,4589.17,1987,55070.0,,,yes
1142,1142,31,no,,556.26,,10,2,,1,1143,3,female,,3,2,sales executive,4,divorced,4492.84,11681.39,2,y,yes,11,3.0,4,part time,1,,2,3.0,5,,1,4,4492.84,1992,53914.11,,,no
1143,1143,34,no,,836.02,,3,1,,1,1144,4,female,104.5029761904762,2,2,sales executive,4,married,6752.5,17556.5,3,y,yes,12,3.0,3,full time,0,9.0,3,2.0,4,,0,1,6752.5,1989,81030.0,,,yes
1144,1144,31,no,travel_rarely,410.43,,4,3,,1,1145,1,female,51.30357142857143,4,1,laboratory technician,3,divorced,3315.0,8619.0,8,y,no,12,3.0,2,full time,1,4.0,0,2.0,2,,2,2,3315.0,1992,39780.0,,,no
1145,1145,45,no,travel_frequently,557.04,,1,4,medical,1,1146,2,male,,3,2,healthcare representative,3,single,4499.17,11697.83,4,y,no,12,3.0,3,full time,0,12.0,3,3.0,4,,0,3,4499.17,1978,53990.0,,,yes
1146,1146,39,no,,556.26,,21,4,,1,1147,1,female,,1,2,sales executive,3,,4492.84,11681.39,6,y,,19,,3,part time,1,10.0,1,3.0,3,,1,2,4492.84,1984,53914.11,,,no
1147,1147,38,no,travel_rarely,290.04,,9,2,,1,1148,2,male,,3,1,research scientist,4,divorced,2342.59,6090.75,2,y,no,19,3.0,4,part time,2,,0,4.0,5,,0,3,2342.59,1985,28111.13,,,no
1148,1148,31,no,,290.04,,3,2,,1,1149,3,male,,3,1,research scientist,1,divorced,2342.59,6090.75,1,y,,13,,4,,1,4.0,3,,4,,2,3,2342.59,1992,28111.13,,,yes
1149,1149,53,yes,,1077.97,,24,4,life sciences,1,1150,1,male,,3,3,sales executive,1,,8706.67,22637.33,6,y,yes,13,3.0,2,,0,15.0,2,2.0,2,,2,2,8706.67,1970,,,,yes
1150,1150,38,no,travel_frequently,290.04,human resources,1,4,other,1,1151,4,male,,3,1,human resources,2,,2342.59,6090.75,0,y,yes,11,3.0,2,part time,1,,2,3.0,6,,1,2,2342.59,1985,28111.13,human resources  -  human resources,,no
1151,1151,54,no,,458.1,,10,3,,1,1152,3,female,,3,2,manufacturing director,1,single,3700.0,9620.0,6,y,yes,19,,4,part time,0,9.0,3,3.0,5,,1,4,3700.0,1969,44400.0,,,no
1152,1152,23,no,,290.04,,12,2,,1,1153,4,male,36.25443871706758,3,1,laboratory technician,4,single,2342.59,6090.75,1,y,no,13,3.0,3,part time,0,,6,4.0,5,,1,4,2342.59,2000,28111.13,,,yes
1153,1153,25,no,,290.04,,2,1,other,1,1154,4,male,36.25443871706758,3,1,laboratory technician,3,,2342.59,6090.75,6,y,,19,3.0,3,part time,1,,2,2.0,2,,0,2,2342.59,1998,28111.13,,,yes
1154,1154,31,no,,290.04,,2,2,life sciences,1,1155,1,male,,3,1,sales representative,3,,2342.59,6090.75,0,y,no,19,3.0,3,,1,,1,3.0,2,,1,2,2342.59,1992,28111.13,,,yes
1155,1155,35,no,travel_rarely,274.44,,11,4,medical,1,1156,4,male,34.30555555555556,3,1,laboratory technician,3,married,2216.67,5763.33,7,y,yes,11,3.0,3,part time,1,,3,3.0,2,,2,2,2216.67,1988,26600.0,,,yes
1156,1156,22,no,,348.21,research & development,1,2,,1,1157,4,male,,3,1,research scientist,3,,2812.5,7312.5,0,y,no,12,,4,full time,0,,2,4.0,3,,1,2,2812.5,2001,33750.0,research scientist  -  research & development,,yes
1157,1157,32,no,travel_rarely,290.04,,29,4,,1,1158,3,female,,2,1,laboratory technician,2,single,2342.59,6090.75,1,y,,13,3.0,3,part time,0,6.0,3,3.0,6,,4,1,2342.59,1991,28111.13,,,no
1158,1158,32,no,,234.1,,36,4,,1,1159,2,male,,2,1,sales representative,2,,1890.83,4916.17,0,y,,14,3.0,2,part time,1,,2,3.0,2,,2,2,1890.83,1991,22690.0,,,yes
1159,1159,21,no,travel_rarely,290.04,sales,5,1,medical,1,1160,3,male,,3,1,sales representative,1,single,2342.59,6090.75,1,y,,11,3.0,4,part time,0,,6,3.0,2,,1,2,2342.59,2002,28111.13,sales representative  -  sales,,yes
1160,1160,36,no,,556.26,,13,2,life sciences,1,1161,1,female,69.53208262471655,3,2,manufacturing director,2,,,11681.39,7,y,no,13,3.0,2,part time,3,18.0,3,3.0,4,,0,2,,1987,53914.11,,,yes
1161,1161,29,yes,travel_rarely,493.9,,38,4,,1,1162,3,male,,3,1,research scientist,4,married,,10371.83,9,y,,14,3.0,2,full time,3,4.0,3,4.0,2,,2,2,,1994,47870.0,,,yes
1162,1162,32,no,travel_rarely,290.04,,2,3,technical degree,1,1163,4,male,36.25443871706758,3,1,research scientist,1,,,6090.75,1,y,no,14,3.0,4,part time,0,,4,3.0,4,,1,2,,1991,28111.13,,,yes
1163,1163,40,no,travel_rarely,289.82,,2,4,,1,1164,3,male,36.22718253968254,2,1,research scientist,3,,2340.83,6086.17,2,y,no,14,3.0,4,part time,0,8.0,2,3.0,2,,2,2,2340.83,1983,28090.0,,,yes
1164,1164,35,no,travel_frequently,556.26,,18,4,life sciences,1,1165,3,male,,3,2,healthcare representative,3,,4492.84,11681.39,1,y,,14,3.0,4,part time,2,,2,4.0,10,,0,2,4492.84,1988,53914.11,,,no
1165,1165,50,yes,travel_rarely,1119.86,sales,40,3,marketing,1,1166,4,male,,2,3,sales executive,1,,9045.0,23517.0,4,y,,13,3.0,2,,1,20.0,3,3.0,3,,2,0,9045.0,1973,,sales executive  -  sales,,yes
1166,1166,26,no,,290.04,,5,3,other,1,1167,4,female,,2,1,sales representative,3,single,2342.59,6090.75,0,y,no,18,3.0,4,part time,0,,2,3.0,4,,0,0,2342.59,1997,28111.13,,,yes
1167,1167,36,no,travel_frequently,265.26,,23,2,medical,1,1168,3,male,33.157738095238095,4,2,laboratory technician,4,,2142.5,5570.5,4,y,no,17,3.0,3,part time,1,17.0,3,3.0,5,,0,3,2142.5,1987,25710.0,,,no
1168,1168,27,no,travel_rarely,633.7,,4,3,life sciences,1,1169,2,male,,4,2,manufacturing director,2,,,13307.67,1,y,yes,20,4.0,2,,1,6.0,0,3.0,6,,0,3,,1996,61420.0,,,no
1169,1169,33,no,,257.52,,2,3,medical,1,1170,3,male,,3,1,laboratory technician,4,,,5408.0,4,y,no,11,3.0,4,part time,0,7.0,3,3.0,1,1.0,0,0,,1990,24960.0,,,no
1170,1170,36,no,,352.75,,5,4,life sciences,1,1171,2,female,,2,1,research scientist,1,married,2849.17,7407.83,9,y,yes,14,3.0,4,full time,1,,3,4.0,1,,0,0,2849.17,1987,34190.0,,,yes
